SndOrRecOrDrop  time  type  seq  size  ack
Send  1.401  数据包  314  104  0
Receive  1.402  普通应答包  0  0  314
Drop  1.405  数据包  340  104  0
Send  1.405  数据包  341  104  0
Receive  1.405  普通应答包  0  0  341
Drop  1.406  数据包  342  104  0
Send  1.406  数据包  319  104  0
Receive  1.407  普通应答包  0  0  319
Send  1.41  数据包  343  104  0
Receive  1.41  普通应答包  0  0  343
Send  1.41  数据包  322  104  0
Receive  1.41  普通应答包  0  0  322
Send  1.41  数据包  344  104  0
Receive  1.41  普通应答包  0  0  344
Drop  1.413  数据包  325  104  0
Send  1.413  数据包  346  104  0
Receive  1.413  普通应答包  0  0  346
Send  1.413  数据包  327  104  0
Receive  1.413  普通应答包  0  0  327
Send  1.414  数据包  345  104  0
Send  1.414  数据包  347  104  0
Receive  1.414  普通应答包  0  0  345
Receive  1.414  普通应答包  0  0  347
Send  1.416  数据包  350  104  0
Receive  1.416  普通应答包  0  0  350
Send  1.416  数据包  349  104  0
Receive  1.417  普通应答包  0  0  349
Send  1.417  数据包  348  104  0
Receive  1.417  普通应答包  0  0  348
Send  1.417  数据包  351  104  0
Receive  1.417  普通应答包  0  0  351
Send  1.422  数据包  355  104  0
Send  1.422  数据包  330  104  0
Receive  1.423  普通应答包  0  0  355
Send  1.423  数据包  333  104  0
Receive  1.423  普通应答包  0  0  330
Receive  1.423  普通应答包  0  0  333
Drop  1.423  数据包  291  104  0
Drop  1.423  数据包  354  104  0
Send  1.424  数据包  352  104  0
Receive  1.424  普通应答包  0  0  352
Send  1.424  数据包  353  104  0
Receive  1.424  普通应答包  0  0  353
Send  1.432  数据包  356  104  0
Receive  1.432  普通应答包  0  0  356
Send  1.432  数据包  358  104  0
Receive  1.433  普通应答包  0  0  358
Send  1.433  数据包  334  104  0
Receive  1.433  普通应答包  0  0  334
Drop  1.434  数据包  359  104  0
Send  1.434  数据包  357  104  0
Receive  1.434  普通应答包  0  0  357
Send  1.434  数据包  340  104  0
Receive  1.435  普通应答包  0  0  340
Drop  1.435  数据包  342  104  0
Send  1.435  数据包  360  104  0
Receive  1.435  普通应答包  0  0  360
Send  1.464  数据包  365  104  0
Send  1.464  数据包  359  104  0
Receive  1.464  普通应答包  0  0  365
Send  1.464  数据包  325  104  0
Receive  1.464  普通应答包  0  0  359
Receive  1.464  普通应答包  0  0  325
Send  1.464  数据包  366  104  0
Receive  1.464  普通应答包  0  0  366
Send  1.465  数据包  364  104  0
Send  1.465  数据包  342  104  0
Receive  1.465  普通应答包  0  0  364
Receive  1.465  普通应答包  0  0  342
Send  1.465  数据包  291  104  0
Receive  1.465  普通应答包  0  0  291
Send  1.465  数据包  361  104  0
Receive  1.465  普通应答包  0  0  361
Send  1.465  数据包  354  104  0
Receive  1.465  普通应答包  0  0  354
Send  1.465  数据包  362  104  0
Receive  1.466  普通应答包  0  0  362
Send  1.466  数据包  363  104  0
Receive  1.466  普通应答包  0  0  363
Send  1.475  数据包  371  104  0
Send  1.475  数据包  370  104  0
Receive  1.475  普通应答包  0  0  371
Receive  1.476  普通应答包  0  0  370
Send  1.476  数据包  375  104  0
Receive  1.476  普通应答包  0  0  375
Send  1.476  数据包  369  104  0
Receive  1.476  普通应答包  0  0  369
Drop  1.476  数据包  374  104  0
Send  1.476  数据包  367  104  0
Receive  1.476  普通应答包  0  0  367
Drop  1.476  数据包  377  104  0
Drop  1.476  数据包  372  104  0
Drop  1.476  数据包  376  104  0
Send  1.477  数据包  373  104  0
Receive  1.477  普通应答包  0  0  373
Send  1.477  数据包  368  104  0
Receive  1.477  普通应答包  0  0  368
Send  1.48  数据包  378  104  0
Send  1.48  数据包  384  104  0
Receive  1.481  普通应答包  0  0  378
Send  1.481  数据包  380  104  0
Receive  1.481  普通应答包  0  0  384
Send  1.481  数据包  383  104  0
Receive  1.481  普通应答包  0  0  380
Drop  1.481  数据包  382  104  0
Receive  1.481  普通应答包  0  0  383
Drop  1.481  数据包  379  104  0
Send  1.481  数据包  381  104  0
Receive  1.481  普通应答包  0  0  381
Drop  1.484  数据包  389  104  0
Send  1.484  数据包  386  104  0
Send  1.484  数据包  385  104  0
Receive  1.484  普通应答包  0  0  386
Drop  1.484  数据包  387  104  0
Receive  1.484  普通应答包  0  0  385
Drop  1.484  数据包  388  104  0
Drop  1.486  数据包  390  104  0
Send  1.487  数据包  391  104  0
Receive  1.487  普通应答包  0  0  391
Send  1.489  数据包  392  104  0
Receive  1.49  普通应答包  0  0  392
Send  1.498  数据包  393  104  0
Receive  1.499  普通应答包  0  0  393
Send  1.503  数据包  374  104  0
Send  1.504  数据包  377  104  0
Receive  1.504  普通应答包  0  0  374
Receive  1.504  普通应答包  0  0  377
Send  1.504  数据包  376  104  0
Receive  1.504  普通应答包  0  0  376
Send  1.505  数据包  372  104  0
Receive  1.505  普通应答包  0  0  372
Send  1.505  数据包  394  104  0
Receive  1.505  普通应答包  0  0  394
Send  1.507  数据包  395  104  0
Drop  1.507  数据包  397  104  0
Send  1.507  数据包  382  104  0
Receive  1.507  普通应答包  0  0  395
Send  1.508  数据包  398  104  0
Receive  1.508  普通应答包  0  0  382
Receive  1.508  普通应答包  0  0  398
Send  1.508  数据包  379  104  0
Receive  1.508  普通应答包  0  0  379
Send  1.508  数据包  396  104  0
Receive  1.508  普通应答包  0  0  396
Send  1.508  数据包  399  104  0
Receive  1.508  普通应答包  0  0  399
Drop  1.511  数据包  400  104  0
Drop  1.511  数据包  401  104  0
Drop  1.511  数据包  403  104  0
Send  1.511  数据包  402  104  0
Receive  1.512  普通应答包  0  0  402
Send  1.512  数据包  405  104  0
Receive  1.512  普通应答包  0  0  405
Send  1.512  数据包  404  104  0
Receive  1.512  普通应答包  0  0  404
Drop  1.514  数据包  389  104  0
Send  1.514  数据包  387  104  0
Receive  1.515  普通应答包  0  0  387
Drop  1.515  数据包  388  104  0
Drop  1.518  数据包  390  104  0
Send  1.528  数据包  406  104  0
Send  1.528  数据包  408  104  0
Receive  1.528  普通应答包  0  0  406
Receive  1.529  普通应答包  0  0  408
Send  1.529  数据包  409  104  0
Receive  1.529  普通应答包  0  0  409
Send  1.529  数据包  407  104  0
Receive  1.529  普通应答包  0  0  407
Send  1.531  数据包  412  104  0
Send  1.531  数据包  411  104  0
Receive  1.531  普通应答包  0  0  412
Drop  1.531  数据包  410  104  0
Receive  1.531  普通应答包  0  0  411
Send  1.532  数据包  413  104  0
Receive  1.532  普通应答包  0  0  413
Send  1.534  数据包  416  104  0
Receive  1.534  普通应答包  0  0  416
Send  1.534  数据包  414  104  0
Receive  1.535  普通应答包  0  0  414
Send  1.535  数据包  415  104  0
Receive  1.535  普通应答包  0  0  415
Send  1.537  数据包  397  104  0
Receive  1.538  普通应答包  0  0  397
Drop  1.543  数据包  400  104  0
Send  1.543  数据包  401  104  0
Receive  1.543  普通应答包  0  0  401
Send  1.544  数据包  403  104  0
Receive  1.544  普通应答包  0  0  403
Send  1.546  数据包  389  104  0
Send  1.546  数据包  388  104  0
Receive  1.546  普通应答包  0  0  389
Receive  1.546  普通应答包  0  0  388
Drop  1.549  数据包  417  104  0
Drop  1.549  数据包  418  104  0
Send  1.549  数据包  424  104  0
Receive  1.549  普通应答包  0  0  424
Send  1.549  数据包  390  104  0
Receive  1.549  普通应答包  0  0  390
Drop  1.549  数据包  422  104  0
Send  1.549  数据包  419  104  0
Receive  1.549  普通应答包  0  0  419
Send  1.549  数据包  420  104  0
Receive  1.549  普通应答包  0  0  420
Drop  1.55  数据包  421  104  0
Send  1.55  数据包  423  104  0
Receive  1.55  普通应答包  0  0  423
Send  1.552  数据包  425  104  0
Send  1.552  数据包  428  104  0
Receive  1.552  普通应答包  0  0  425
Receive  1.553  普通应答包  0  0  428
Send  1.553  数据包  427  104  0
Receive  1.553  普通应答包  0  0  427
Send  1.553  数据包  429  104  0
Receive  1.553  普通应答包  0  0  429
Send  1.553  数据包  426  104  0
Receive  1.553  普通应答包  0  0  426
Drop  1.556  数据包  430  104  0
Drop  1.556  数据包  431  104  0
Send  1.556  数据包  434  104  0
Send  1.556  数据包  432  104  0
Receive  1.556  普通应答包  0  0  434
Send  1.556  数据包  433  104  0
Receive  1.556  普通应答包  0  0  432
Receive  1.556  普通应答包  0  0  433
Send  1.559  数据包  435  104  0
Receive  1.559  普通应答包  0  0  435
Send  1.559  数据包  437  104  0
Receive  1.559  普通应答包  0  0  437
Send  1.559  数据包  436  104  0
Receive  1.559  普通应答包  0  0  436
Drop  1.562  数据包  440  104  0
Send  1.562  数据包  439  104  0
Send  1.562  数据包  410  104  0
Receive  1.562  普通应答包  0  0  439
Send  1.562  数据包  438  104  0
Receive  1.562  普通应答包  0  0  410
Receive  1.562  普通应答包  0  0  438
Send  1.565  数据包  441  104  0
Drop  1.565  数据包  442  104  0
Receive  1.565  普通应答包  0  0  441
Send  1.565  数据包  443  104  0
Receive  1.565  普通应答包  0  0  443
Send  1.568  数据包  444  104  0
Receive  1.568  普通应答包  0  0  444
Send  1.568  数据包  445  104  0
Receive  1.569  普通应答包  0  0  445
Drop  1.572  数据包  400  104  0
Send  1.575  数据包  447  104  0
Receive  1.575  普通应答包  0  0  447
Drop  1.575  数据包  446  104  0
Send  1.578  数据包  417  104  0
Receive  1.579  普通应答包  0  0  417
Send  1.579  数据包  418  104  0
Receive  1.579  普通应答包  0  0  418
Send  1.579  数据包  422  104  0
Receive  1.579  普通应答包  0  0  422
Send  1.579  数据包  421  104  0
Receive  1.58  普通应答包  0  0  421
Drop  1.585  数据包  430  104  0
Send  1.586  数据包  431  104  0
Receive  1.586  普通应答包  0  0  431
Send  1.596  数据包  440  104  0
Receive  1.597  普通应答包  0  0  440
Send  1.597  数据包  442  104  0
Receive  1.597  普通应答包  0  0  442
Drop  1.599  数据包  448  104  0
Send  1.602  数据包  450  104  0
Receive  1.602  普通应答包  0  0  450
Drop  1.602  数据包  455  104  0
Drop  1.603  数据包  453  104  0
Send  1.603  数据包  452  104  0
Receive  1.604  普通应答包  0  0  452
Send  1.604  数据包  451  104  0
Drop  1.604  数据包  454  104  0
Receive  1.604  普通应答包  0  0  451
Send  1.605  数据包  449  104  0
Receive  1.605  普通应答包  0  0  449
Send  1.605  数据包  400  104  0
Receive  1.605  普通应答包  0  0  400
Send  1.605  数据包  446  104  0
Receive  1.605  普通应答包  0  0  446
Send  1.608  数据包  459  104  0
Receive  1.608  普通应答包  0  0  459
Send  1.608  数据包  460  104  0
Receive  1.608  普通应答包  0  0  460
Drop  1.608  数据包  458  104  0
Send  1.608  数据包  461  104  0
Receive  1.608  普通应答包  0  0  461
Send  1.609  数据包  456  104  0
Receive  1.609  普通应答包  0  0  456
Drop  1.609  数据包  457  104  0
Send  1.635  数据包  462  104  0
Receive  1.635  普通应答包  0  0  462
Drop  1.635  数据包  463  104  0
Send  1.649  数据包  430  104  0
Receive  1.649  普通应答包  0  0  430
Send  1.649  数据包  466  104  0
Receive  1.649  普通应答包  0  0  466
Send  1.649  数据包  455  104  0
Receive  1.65  普通应答包  0  0  455
Send  1.65  数据包  464  104  0
Receive  1.65  普通应答包  0  0  464
Send  1.65  数据包  453  104  0
Receive  1.65  普通应答包  0  0  453
Send  1.65  数据包  448  104  0
Receive  1.65  普通应答包  0  0  448
Send  1.651  数据包  465  104  0
Receive  1.651  普通应答包  0  0  465
Send  1.651  数据包  454  104  0
Receive  1.651  普通应答包  0  0  454
Drop  1.656  数据包  468  104  0
Send  1.656  数据包  458  104  0
Receive  1.656  普通应答包  0  0  458
Drop  1.657  数据包  467  104  0
Drop  1.657  数据包  469  104  0
Send  1.657  数据包  470  104  0
Receive  1.657  普通应答包  0  0  470
Send  1.657  数据包  474  104  0
Receive  1.657  普通应答包  0  0  474
Send  1.658  数据包  473  104  0
Receive  1.658  普通应答包  0  0  473
Send  1.658  数据包  472  104  0
Receive  1.658  普通应答包  0  0  472
Send  1.658  数据包  457  104  0
Receive  1.659  普通应答包  0  0  457
Drop  1.659  数据包  463  104  0
Send  1.659  数据包  471  104  0
Receive  1.659  普通应答包  0  0  471
Drop  1.674  数据包  476  104  0
Drop  1.674  数据包  479  104  0
Send  1.674  数据包  475  104  0
Receive  1.675  普通应答包  0  0  475
Drop  1.675  数据包  481  104  0
Send  1.675  数据包  480  104  0
Receive  1.675  普通应答包  0  0  480
Send  1.675  数据包  478  104  0
Receive  1.675  普通应答包  0  0  478
Send  1.675  数据包  477  104  0
Receive  1.675  普通应答包  0  0  477
Drop  1.681  数据包  484  104  0
Send  1.681  数据包  482  104  0
Receive  1.681  普通应答包  0  0  482
Send  1.681  数据包  485  104  0
Receive  1.682  普通应答包  0  0  485
Send  1.682  数据包  483  104  0
Receive  1.682  普通应答包  0  0  483
Send  1.685  数据包  468  104  0
Receive  1.685  普通应答包  0  0  468
Send  1.685  数据包  467  104  0
Receive  1.685  普通应答包  0  0  467
Send  1.685  数据包  469  104  0
Receive  1.686  普通应答包  0  0  469
Drop  1.686  数据包  463  104  0
Send  1.688  数据包  487  104  0
Send  1.688  数据包  490  104  0
Receive  1.689  普通应答包  0  0  487
Receive  1.689  普通应答包  0  0  490
Send  1.689  数据包  491  104  0
Receive  1.689  普通应答包  0  0  491
Drop  1.689  数据包  489  104  0
Send  1.689  数据包  486  104  0
Receive  1.689  普通应答包  0  0  486
Send  1.689  数据包  488  104  0
Receive  1.689  普通应答包  0  0  488
Send  1.7  数据包  476  104  0
Receive  1.701  普通应答包  0  0  476
Drop  1.701  数据包  479  104  0
Send  1.701  数据包  481  104  0
Receive  1.701  普通应答包  0  0  481
Drop  1.707  数据包  484  104  0
Send  1.715  数据包  463  104  0
Receive  1.716  普通应答包  0  0  463
Send  1.718  数据包  499  104  0
Receive  1.719  普通应答包  0  0  499
Send  1.719  数据包  495  104  0
Receive  1.719  普通应答包  0  0  495
Send  1.719  数据包  492  104  0
Receive  1.719  普通应答包  0  0  492
Send  1.719  数据包  498  104  0
Receive  1.72  普通应答包  0  0  498
Send  1.72  数据包  496  104  0
Receive  1.72  普通应答包  0  0  496
Send  1.722  数据包  493  104  0
Receive  1.723  普通应答包  0  0  493
Send  1.723  数据包  489  104  0
Send  1.723  数据包  497  104  0
Receive  1.723  普通应答包  0  0  489
Receive  1.723  普通应答包  0  0  497
Send  1.723  数据包  494  104  0
Receive  1.723  普通应答包  0  0  494
Drop  1.726  数据包  502  104  0
Drop  1.726  数据包  504  104  0
Send  1.726  数据包  503  104  0
Send  1.726  数据包  500  104  0
Receive  1.726  普通应答包  0  0  503
Send  1.726  数据包  501  104  0
Receive  1.726  普通应答包  0  0  500
Receive  1.726  普通应答包  0  0  501
Send  1.726  数据包  505  104  0
Receive  1.727  普通应答包  0  0  505
Send  1.727  数据包  507  104  0
Receive  1.727  普通应答包  0  0  507
Send  1.727  数据包  508  104  0
Receive  1.727  普通应答包  0  0  508
Send  1.727  数据包  506  104  0
Receive  1.728  普通应答包  0  0  506
Send  1.73  数据包  479  104  0
Receive  1.731  普通应答包  0  0  479
Drop  1.733  数据包  512  104  0
Send  1.733  数据包  510  104  0
Receive  1.733  普通应答包  0  0  510
Send  1.733  数据包  511  104  0
Receive  1.733  普通应答包  0  0  511
Send  1.733  数据包  516  104  0
Receive  1.733  普通应答包  0  0  516
Send  1.733  数据包  514  104  0
Receive  1.734  普通应答包  0  0  514
Drop  1.734  数据包  513  104  0
Drop  1.734  数据包  509  104  0
Send  1.734  数据包  515  104  0
Receive  1.734  普通应答包  0  0  515
Drop  1.737  数据包  521  104  0
Send  1.738  数据包  519  104  0
Receive  1.742  普通应答包  0  0  519
Send  1.742  数据包  517  104  0
Receive  1.743  普通应答包  0  0  517
Send  1.748  数据包  484  104  0
Receive  1.748  普通应答包  0  0  484
Send  1.749  数据包  518  104  0
Receive  1.749  普通应答包  0  0  518
Send  1.749  数据包  520  104  0
Receive  1.749  普通应答包  0  0  520
Send  1.749  数据包  522  104  0
Receive  1.749  普通应答包  0  0  522
Send  1.749  数据包  523  104  0
Receive  1.75  普通应答包  0  0  523
Send  1.752  数据包  526  104  0
Receive  1.752  普通应答包  0  0  526
Send  1.752  数据包  525  104  0
Receive  1.752  普通应答包  0  0  525
Send  1.753  数据包  524  104  0
Receive  1.754  普通应答包  0  0  524
Send  1.754  数据包  527  104  0
Receive  1.754  普通应答包  0  0  527
Send  1.754  数据包  528  104  0
Receive  1.754  普通应答包  0  0  528
Send  1.757  数据包  504  104  0
Receive  1.757  普通应答包  0  0  504
Send  1.757  数据包  502  104  0
Receive  1.758  普通应答包  0  0  502
Send  1.758  数据包  531  104  0
Receive  1.758  普通应答包  0  0  531
Send  1.758  数据包  529  104  0
Receive  1.759  普通应答包  0  0  529
Drop  1.759  数据包  530  104  0
Send  1.759  数据包  533  104  0
Receive  1.759  普通应答包  0  0  533
Send  1.759  数据包  532  104  0
Receive  1.759  普通应答包  0  0  532
Send  1.762  数据包  539  104  0
Drop  1.762  数据包  537  104  0
Receive  1.762  普通应答包  0  0  539
Send  1.762  数据包  536  104  0
Receive  1.762  普通应答包  0  0  536
Send  1.762  数据包  534  104  0
Receive  1.762  普通应答包  0  0  534
Drop  1.762  数据包  535  104  0
Send  1.762  数据包  538  104  0
Receive  1.762  普通应答包  0  0  538
Send  1.765  数据包  512  104  0
Send  1.765  数据包  541  104  0
Receive  1.765  普通应答包  0  0  512
Send  1.765  数据包  513  104  0
Receive  1.765  普通应答包  0  0  541
Receive  1.765  普通应答包  0  0  513
Send  1.765  数据包  542  104  0
Receive  1.765  普通应答包  0  0  542
Send  1.765  数据包  540  104  0
Receive  1.765  普通应答包  0  0  540
Drop  1.765  数据包  509  104  0
Send  1.765  数据包  543  104  0
Receive  1.765  普通应答包  0  0  543
Send  1.768  数据包  549  104  0
Send  1.768  数据包  521  104  0
Receive  1.768  普通应答包  0  0  549
Receive  1.768  普通应答包  0  0  521
Send  1.768  数据包  545  104  0
Receive  1.768  普通应答包  0  0  545
Send  1.768  数据包  547  104  0
Receive  1.768  普通应答包  0  0  547
Drop  1.768  数据包  548  104  0
Send  1.768  数据包  546  104  0
Receive  1.768  普通应答包  0  0  546
Send  1.768  数据包  544  104  0
Receive  1.768  普通应答包  0  0  544
Send  1.771  数据包  552  104  0
Receive  1.771  普通应答包  0  0  552
Send  1.771  数据包  554  104  0
Send  1.771  数据包  555  104  0
Receive  1.771  普通应答包  0  0  554
Receive  1.771  普通应答包  0  0  555
Send  1.771  数据包  551  104  0
Receive  1.772  普通应答包  0  0  551
Drop  1.772  数据包  553  104  0
Drop  1.772  数据包  550  104  0
Send  1.774  数据包  557  104  0
Send  1.775  数据包  558  104  0
Receive  1.775  普通应答包  0  0  557
Send  1.775  数据包  556  104  0
Receive  1.775  普通应答包  0  0  558
Send  1.775  数据包  559  104  0
Receive  1.775  普通应答包  0  0  556
Receive  1.775  普通应答包  0  0  559
Send  1.778  数据包  562  104  0
Send  1.778  数据包  563  104  0
Receive  1.778  普通应答包  0  0  562
Send  1.778  数据包  561  104  0
Receive  1.778  普通应答包  0  0  563
Receive  1.779  普通应答包  0  0  561
Send  1.779  数据包  560  104  0
Receive  1.779  普通应答包  0  0  560
Send  1.781  数据包  566  104  0
Receive  1.781  普通应答包  0  0  566
Drop  1.781  数据包  567  104  0
Send  1.781  数据包  564  104  0
Send  1.782  数据包  565  104  0
Receive  1.782  普通应答包  0  0  564
Receive  1.782  普通应答包  0  0  565
Send  1.784  数据包  570  104  0
Receive  1.785  普通应答包  0  0  570
Send  1.785  数据包  568  104  0
Receive  1.789  普通应答包  0  0  568
Drop  1.79  数据包  569  104  0
Drop  1.793  数据包  572  104  0
Send  1.793  数据包  537  104  0
Receive  1.794  普通应答包  0  0  537
Drop  1.794  数据包  530  104  0
Send  1.794  数据包  571  104  0
Receive  1.794  普通应答包  0  0  571
Send  1.794  数据包  535  104  0
Receive  1.798  普通应答包  0  0  535
Drop  1.801  数据包  575  104  0
Send  1.801  数据包  573  104  0
Send  1.801  数据包  548  104  0
Receive  1.801  普通应答包  0  0  573
Receive  1.801  普通应答包  0  0  548
Send  1.801  数据包  553  104  0
Receive  1.801  普通应答包  0  0  553
Send  1.802  数据包  509  104  0
Receive  1.802  普通应答包  0  0  509
Send  1.802  数据包  576  104  0
Receive  1.803  普通应答包  0  0  576
Send  1.804  数据包  578  104  0
Receive  1.804  普通应答包  0  0  578
Send  1.805  数据包  580  104  0
Receive  1.805  普通应答包  0  0  580
Send  1.805  数据包  579  104  0
Receive  1.805  普通应答包  0  0  579
Send  1.82  数据包  581  104  0
Receive  1.821  普通应答包  0  0  581
Drop  1.821  数据包  572  104  0
Send  1.821  数据包  530  104  0
Receive  1.822  普通应答包  0  0  530
Send  1.822  数据包  583  104  0
Receive  1.822  普通应答包  0  0  583
Send  1.822  数据包  569  104  0
Receive  1.823  普通应答包  0  0  569
Send  1.823  数据包  584  104  0
Receive  1.824  普通应答包  0  0  584
Send  1.828  数据包  588  104  0
Receive  1.829  普通应答包  0  0  588
Send  1.829  数据包  585  104  0
Receive  1.83  普通应答包  0  0  585
Send  1.83  数据包  575  104  0
Receive  1.83  普通应答包  0  0  575
Send  1.831  数据包  567  104  0
Receive  1.839  普通应答包  0  0  567
Send  1.844  数据包  591  104  0
Receive  1.849  普通应答包  0  0  591
Send  1.849  数据包  593  104  0
Receive  1.85  普通应答包  0  0  593
Drop  1.85  数据包  590  104  0
Send  1.85  数据包  582  104  0
Receive  1.851  普通应答包  0  0  582
Send  1.851  数据包  592  104  0
Receive  1.852  普通应答包  0  0  592
Send  1.852  数据包  587  104  0
Receive  1.852  普通应答包  0  0  587
Send  1.853  数据包  572  104  0
Receive  1.853  普通应答包  0  0  572
Send  1.853  数据包  595  104  0
Receive  1.854  普通应答包  0  0  595
Send  1.854  数据包  574  104  0
Receive  1.854  普通应答包  0  0  574
Send  1.855  数据包  599  104  0
Receive  1.855  普通应答包  0  0  599
Send  1.855  数据包  600  104  0
Receive  1.856  普通应答包  0  0  600
Send  1.856  数据包  596  104  0
Receive  1.856  普通应答包  0  0  596
Send  1.856  数据包  598  104  0
Receive  1.857  普通应答包  0  0  598
Send  1.857  数据包  597  104  0
Receive  1.857  普通应答包  0  0  597
Drop  1.857  数据包  550  104  0
Drop  1.857  数据包  602  104  0
Send  1.857  数据包  603  104  0
Receive  1.857  普通应答包  0  0  603
Send  1.857  数据包  601  104  0
Receive  1.857  普通应答包  0  0  601
Send  1.857  数据包  594  104  0
Receive  1.857  普通应答包  0  0  594
Send  1.858  数据包  604  104  0
Receive  1.858  普通应答包  0  0  604
Drop  1.858  数据包  605  104  0
Send  1.858  数据包  577  104  0
Receive  1.858  普通应答包  0  0  577
Send  1.858  数据包  586  104  0
Receive  1.858  普通应答包  0  0  586
Send  1.858  数据包  589  104  0
Receive  1.858  普通应答包  0  0  589
Send  1.861  数据包  608  104  0
Receive  1.862  普通应答包  0  0  608
Send  1.862  数据包  611  104  0
Receive  1.862  普通应答包  0  0  611
Send  1.862  数据包  609  104  0
Receive  1.862  普通应答包  0  0  609
Send  1.862  数据包  590  104  0
Receive  1.862  普通应答包  0  0  590
Send  1.862  数据包  606  104  0
Receive  1.862  普通应答包  0  0  606
Send  1.863  数据包  607  104  0
Receive  1.863  普通应答包  0  0  607
Send  1.863  数据包  610  104  0
Receive  1.863  普通应答包  0  0  610
Send  1.863  数据包  612  104  0
Receive  1.863  普通应答包  0  0  612
Send  1.863  数据包  614  104  0
Receive  1.863  普通应答包  0  0  614
Send  1.863  数据包  615  104  0
Receive  1.863  普通应答包  0  0  615
Send  1.863  数据包  613  104  0
Receive  1.863  普通应答包  0  0  613
Send  1.863  数据包  616  104  0
Receive  1.864  普通应答包  0  0  616
Send  1.864  数据包  550  104  0
Receive  1.864  普通应答包  0  0  550
Send  1.867  数据包  625  104  0
Receive  1.867  普通应答包  0  0  625
Send  1.867  数据包  618  104  0
Receive  1.867  普通应答包  0  0  618
Send  1.867  数据包  617  104  0
Receive  1.867  普通应答包  0  0  617
Send  1.867  数据包  623  104  0
Receive  1.868  普通应答包  0  0  623
Drop  1.868  数据包  620  104  0
Send  1.868  数据包  619  104  0
Send  1.868  数据包  621  104  0
Receive  1.868  普通应答包  0  0  619
Receive  1.868  普通应答包  0  0  621
Send  1.868  数据包  624  104  0
Receive  1.868  普通应答包  0  0  624
Send  1.868  数据包  622  104  0
Receive  1.868  普通应答包  0  0  622
Send  1.868  数据包  628  104  0
Send  1.868  数据包  627  104  0
Receive  1.868  普通应答包  0  0  628
Receive  1.869  普通应答包  0  0  627
Send  1.869  数据包  631  104  0
Receive  1.869  普通应答包  0  0  631
Send  1.869  数据包  626  104  0
Send  1.869  数据包  629  104  0
Send  1.869  数据包  630  104  0
Receive  1.869  普通应答包  0  0  626
Receive  1.869  普通应答包  0  0  629
Receive  1.869  普通应答包  0  0  630
Send  1.872  数据包  637  104  0
Receive  1.873  普通应答包  0  0  637
Send  1.873  数据包  636  104  0
Receive  1.873  普通应答包  0  0  636
Send  1.873  数据包  635  104  0
Receive  1.873  普通应答包  0  0  635
Send  1.873  数据包  638  104  0
Receive  1.874  普通应答包  0  0  638
Send  1.874  数据包  639  104  0
Receive  1.874  普通应答包  0  0  639
Send  1.874  数据包  632  104  0
Receive  1.874  普通应答包  0  0  632
Drop  1.874  数据包  633  104  0
Drop  1.875  数据包  634  104  0
Drop  1.878  数据包  640  104  0
Send  1.878  数据包  643  104  0
Receive  1.878  普通应答包  0  0  643
Send  1.878  数据包  642  104  0
Receive  1.878  普通应答包  0  0  642
Drop  1.878  数据包  645  104  0
Send  1.878  数据包  644  104  0
Receive  1.879  普通应答包  0  0  644
Send  1.88  数据包  641  104  0
Receive  1.88  普通应答包  0  0  641
Send  1.881  数据包  647  104  0
Receive  1.881  普通应答包  0  0  647
Drop  1.881  数据包  649  104  0
Send  1.881  数据包  648  104  0
Receive  1.882  普通应答包  0  0  648
Send  1.882  数据包  646  104  0
Receive  1.882  普通应答包  0  0  646
Send  1.893  数据包  602  104  0
Receive  1.893  普通应答包  0  0  602
Send  1.893  数据包  651  104  0
Receive  1.893  普通应答包  0  0  651
Send  1.893  数据包  652  104  0
Receive  1.893  普通应答包  0  0  652
Send  1.893  数据包  650  104  0
Receive  1.894  普通应答包  0  0  650
Send  1.894  数据包  605  104  0
Receive  1.894  普通应答包  0  0  605
Send  1.901  数据包  656  104  0
Receive  1.901  普通应答包  0  0  656
Send  1.901  数据包  620  104  0
Receive  1.901  普通应答包  0  0  620
Send  1.901  数据包  653  104  0
Receive  1.902  普通应答包  0  0  653
Send  1.902  数据包  655  104  0
Receive  1.902  普通应答包  0  0  655
Send  1.902  数据包  658  104  0
Receive  1.902  普通应答包  0  0  658
Send  1.903  数据包  660  104  0
Receive  1.903  普通应答包  0  0  660
Send  1.905  数据包  633  104  0
Receive  1.906  普通应答包  0  0  633
Send  1.906  数据包  640  104  0
Receive  1.906  普通应答包  0  0  640
Send  1.906  数据包  661  104  0
Receive  1.906  普通应答包  0  0  661
Send  1.906  数据包  662  104  0
Receive  1.907  普通应答包  0  0  662
Send  1.907  数据包  663  104  0
Receive  1.907  普通应答包  0  0  663
Send  1.907  数据包  634  104  0
Receive  1.907  普通应答包  0  0  634
Send  1.907  数据包  645  104  0
Receive  1.907  普通应答包  0  0  645
Send  1.908  数据包  657  104  0
Receive  1.909  普通应答包  0  0  657
Drop  1.909  数据包  664  104  0
Drop  1.909  数据包  666  104  0
Send  1.909  数据包  669  104  0
Receive  1.909  普通应答包  0  0  669
Send  1.909  数据包  665  104  0
Receive  1.909  普通应答包  0  0  665
Send  1.909  数据包  668  104  0
Receive  1.909  普通应答包  0  0  668
Send  1.909  数据包  670  104  0
Receive  1.909  普通应答包  0  0  670
Drop  1.909  数据包  667  104  0
Drop  1.91  数据包  654  104  0
